osm_id,code,fclass,name,type,center,area
176819872,1500,building,,residential,"(102.29556756000001, 102.29556756000001)",84.009765625
176819873,1500,building,,residential,"(102.29613997999999, 102.29613997999999)",72.544921875
176819874,1500,building,,residential,"(102.29536596, 102.29536596)",83.994140625
176819875,1500,building,,residential,"(102.29598086000001, 102.29598086000001)",72.46875
176819876,1500,building,,residential,"(102.29560476000002, 102.29560476000002)",84.01171875
178436579,1500,building,,residential,"(103.85016463333335, 103.85016463333335)",15.19140625
178594841,1500,building,,residential,"(103.82659818947367, 103.82659818947367)",42.03515625
178594847,1500,building,,residential,"(103.82595378378382, 103.82595378378382)",26.478515625
178924404,1500,building,,residential,"(103.86299494, 103.86299494)",37.861328125
178924406,1500,building,,residential,"(103.86310088571429, 103.86310088571429)",17.0546875
178924408,1500,building,,residential,"(103.86288892857142, 103.86288892857142)",39.99609375
182017778,1500,building,Blk 601,residential,"(103.76248175714285, 103.76248175714285)",18.251953125
182812581,1500,building,,residential,"(103.77066935555557, 103.77066935555557)",26.5107421875
182812582,1500,building,,residential,"(103.77106212000001, 103.77106212000001)",43.0283203125
182812583,1500,building,,residential,"(103.77138308571429, 103.77138308571429)",40.859375
182812584,1500,building,3,residential,"(103.77137754, 103.77137754)",9.0234375
182812586,1500,building,,residential,"(103.77092413333332, 103.77092413333332)",27.4130859375
182863399,1500,building,,residential,"(103.7516585111111, 103.7516585111111)",25.896484375
184127907,1500,building,,residential,"(101.52842011999999, 101.52842011999999)",96.56689453125
184127908,1500,building,,residential,"(101.52855106, 101.52855106)",93.609375
188856153,1500,building,,residential,"(103.90607306, 103.90607306)",14.4619140625
188856154,1500,building,Joo Chiat Apartments,residential,"(103.90546948000001, 103.90546948000001)",18.1845703125
188856155,1500,building,Marine Mansion,residential,"(103.90710299333333, 103.90710299333333)",47.4306640625
188856156,1500,building,Marine Ville,residential,"(103.90653642, 103.90653642)",18.9404296875
188856158,1500,building,,residential,"(103.90621515999999, 103.90621515999999)",15.1318359375
188856160,1500,building,,residential,"(103.9059201, 103.9059201)",13.255859375
188857640,1500,building,D'Ecosia,residential,"(103.91000326666666, 103.91000326666666)",56.759765625
189169580,1500,building,70,residential,"(103.94283023999999, 103.94283023999999)",25.08203125
189169581,1500,building,71,residential,"(103.9426976, 103.9426976)",23.5546875
189173544,1500,building,46,residential,"(103.94260622222221, 103.94260622222221)",53.8330078125
189173545,1500,building,47,residential,"(103.9432636, 103.9432636)",29.0595703125
189173546,1500,building,48,residential,"(103.94334522, 103.94334522)",30.9375
189173547,1500,building,49,residential,"(103.94342775, 103.94342775)",30.083984375
189173548,1500,building,50,residential,"(103.94350204, 103.94350204)",28.076171875
189173549,1500,building,51,residential,"(103.94215536000002, 103.94215536000002)",53.041015625
189173550,1500,building,52,residential,"(103.94243320000001, 103.94243320000001)",23.2548828125
189173551,1500,building,Blk 53,residential,"(103.9423687, 103.9423687)",21.5400390625
189173552,1500,building,54,residential,"(103.94249071666665, 103.94249071666665)",16.78125
189173553,1500,building,55,residential,"(103.94210531666666, 103.94210531666666)",14.767578125
189173558,1500,building,57,residential,"(103.94152486, 103.94152486)",43.396484375
189173562,1500,building,,residential,"(103.94122641428571, 103.94122641428571)",34.7470703125
189188962,1500,building,Taman Bahagia Flat,residential,"(101.75244263548387, 101.75244263548387)",147.73291015625
189196415,1500,building,42,residential,"(103.94070131999999, 103.94070131999999)",24.451171875
189196416,1500,building,43,residential,"(103.94153423999998, 103.94153423999998)",23.68359375
189196417,1500,building,44,residential,"(103.94163504000001, 103.94163504000001)",23.623046875
189196418,1500,building,40,residential,"(103.93973277999999, 103.93973277999999)",31.6533203125
189196419,1500,building,41,residential,"(103.94078644000001, 103.94078644000001)",21.3740234375
189196420,1500,building,39,residential,"(103.9396492, 103.9396492)",32.7685546875
189196421,1500,building,38,residential,"(103.93883638888889, 103.93883638888889)",25.1142578125
189196429,1500,building,31,residential,"(103.93817206000001, 103.93817206000001)",17.5771484375
189196431,1500,building,61,residential,"(103.94087976, 103.94087976)",15.203125
189196433,1500,building,32,residential,"(103.9378682, 103.9378682)",16.3740234375
189196435,1500,building,60,residential,"(103.94128674999997, 103.94128674999997)",20.8369140625
189197980,1500,building,blk 69,residential,"(103.94359218, 103.94359218)",35.3974609375
189197981,1500,building,,residential,"(103.94364065999999, 103.94364065999999)",16.5625
189197982,1500,building,blk 67,residential,"(103.94410892, 103.94410892)",14.9423828125
189197984,1500,building,blk 66,residential,"(103.94391606000002, 103.94391606000002)",14.7412109375
189197986,1500,building,blk 68,residential,"(103.94342118, 103.94342118)",15.9716796875
189211484,1500,building,,residential,"(103.90058312222223, 103.90058312222223)",6.9013671875
189211486,1500,building,,residential,"(103.90102821999999, 103.90102821999999)",6.7802734375
189213879,1500,building,,residential,"(103.90653624, 103.90653624)",19.1328125
189213880,1500,building,,residential,"(103.90682342, 103.90682342)",11.494140625
189213882,1500,building,,residential,"(103.90700514285712, 103.90700514285712)",19.677734375
189213884,1500,building,,residential,"(103.90668166, 103.90668166)",12.7353515625
189224768,1500,building,Pangsapuri Seri Murni,residential,"(101.75687082222221, 101.75687082222221)",152.18896484375
189224769,1500,building,Pangsapuri Seri Mesra,residential,"(101.75689871111109, 101.75689871111109)",174.4892578125
189224770,1500,building,Pangsapuri Seri Permai,residential,"(101.7568749, 101.7568749)",147.8388671875
189234332,1500,building,Pangsapuri Cheras Mewah Block A,residential,"(101.75439411666666, 101.75439411666666)",59.55908203125
189234337,1500,building,Pangsapuri Cheras Mewah Block B,residential,"(101.75482203333335, 101.75482203333335)",60.40673828125
189315811,1500,building,,residential,"(103.9035979, 103.9035979)",12.609375
189315819,1500,building,,residential,"(103.9052598, 103.9052598)",14.58984375
189315820,1500,building,,residential,"(103.90547636000001, 103.90547636000001)",12.8671875
189315822,1500,building,,residential,"(103.90392826, 103.90392826)",8.025390625
189347855,1500,building,Apartment Minang Ria,residential,"(101.75638976, 101.75638976)",320.8203125
189347861,1500,building,Apartment Minang Ria 2,residential,"(101.75680188, 101.75680188)",99.8671875
189347863,1500,building,Apartment Minang Ria 2,residential,"(101.75664107142858, 101.75664107142858)",50.8984375
190534081,1500,building,,residential,"(103.91087316000001, 103.91087316000001)",15.9404296875
190534082,1500,building,,residential,"(103.91064242222222, 103.91064242222222)",29.7890625
190534090,1500,building,Kembangan Court,residential,"(103.91215262, 103.91215262)",53.61328125
190534091,1500,building,Kembangan Plaza,residential,"(103.91257524, 103.91257524)",28.76171875
190681361,1500,building,Whampoa Spring,residential,"(103.8558582, 103.8558582)",36.751953125
190681362,1500,building,,residential,"(103.85641213333332, 103.85641213333332)",29.494140625
190858086,1500,building,Blk 150,residential,"(103.75648701999998, 103.75648701999998)",28.482421875
190858089,1500,building,Blk 151,residential,"(103.7571829, 103.7571829)",28.76953125
190858095,1500,building,Blk 156,residential,"(103.7566441153846, 103.7566441153846)",16.2998046875
190858099,1500,building,Blk 157,residential,"(103.75678341428572, 103.75678341428572)",27.8154296875
190858100,1500,building,Blk 152,residential,"(103.75805250909092, 103.75805250909092)",31.5400390625
190858102,1500,building,Blk 159,residential,"(103.75636418461538, 103.75636418461538)",30.697265625
190944912,1500,building,,residential,"(103.86352709999998, 103.86352709999998)",16.5068359375
190944913,1500,building,,residential,"(103.86281076, 103.86281076)",15.4921875
190944915,1500,building,,residential,"(103.86314778, 103.86314778)",11.2763671875
190944916,1500,building,,residential,"(103.86353765999999, 103.86353765999999)",12.6005859375
190944917,1500,building,,residential,"(103.8625452, 103.8625452)",16.9638671875
190944918,1500,building,,residential,"(103.8622997, 103.8622997)",16.96875
190944919,1500,building,,residential,"(103.86085072, 103.86085072)",16.24609375
190944920,1500,building,,residential,"(103.86256122, 103.86256122)",20.751953125
190944921,1500,building,,residential,"(103.86288992, 103.86288992)",20.7529296875
190944922,1500,building,,residential,"(103.86318230000002, 103.86318230000002)",20.76171875
190944923,1500,building,,residential,"(103.86359293999999, 103.86359293999999)",24.22265625
190944924,1500,building,,residential,"(103.8638958, 103.8638958)",24.2353515625
190944926,1500,building,,residential,"(103.86420410000001, 103.86420410000001)",24.2412109375
191165506,1500,building,,residential,"(103.9157807181818, 103.9157807181818)",78.4150390625
