distance,driving_time,grid_id,status,supermarket_id
25964.0,2531.0,73,OK,38
30250.0,3042.0,73,OK,39
31788.0,3416.0,74,OK,0
31302.0,3171.0,74,OK,1
32096.0,3334.0,74,OK,2
35402.0,3279.0,74,OK,3
24880.0,2415.0,74,OK,4
31792.0,3330.0,74,OK,5
31997.0,3325.0,74,OK,6
26515.0,2526.0,74,OK,7
25667.0,2602.0,74,OK,8
24780.0,2419.0,74,OK,9
33158.0,3661.0,74,OK,10
33618.0,3452.0,74,OK,11
33936.0,3529.0,74,OK,12
32340.0,3312.0,74,OK,13
31330.0,3210.0,74,OK,14
31302.0,3171.0,74,OK,15
31994.0,3331.0,74,OK,16
26424.0,2616.0,74,OK,17
26592.0,2551.0,74,OK,18
33761.0,3496.0,74,OK,19
31804.0,3338.0,74,OK,22
31570.0,3288.0,74,OK,31
31759.0,3273.0,74,OK,33
31935.0,3324.0,74,OK,34
26269.0,2461.0,74,OK,35
32137.0,3254.0,74,OK,36
27013.0,2682.0,74,OK,38
31299.0,3193.0,74,OK,39
32561.0,3527.0,75,OK,0
32075.0,3282.0,75,OK,1
32869.0,3445.0,75,OK,2
36175.0,3390.0,75,OK,3
25653.0,2526.0,75,OK,4
32565.0,3441.0,75,OK,5
32770.0,3436.0,75,OK,6
27288.0,2637.0,75,OK,7
26440.0,2713.0,75,OK,8
25553.0,2530.0,75,OK,9
33931.0,3772.0,75,OK,10
34391.0,3563.0,75,OK,11
34709.0,3641.0,75,OK,12
33113.0,3423.0,75,OK,13
32103.0,3321.0,75,OK,14
32075.0,3282.0,75,OK,15
32767.0,3442.0,75,OK,16
27197.0,2728.0,75,OK,17
27365.0,2662.0,75,OK,18
34534.0,3607.0,75,OK,19
32577.0,3450.0,75,OK,22
32342.0,3399.0,75,OK,31
32532.0,3384.0,75,OK,33
32708.0,3436.0,75,OK,34
27042.0,2572.0,75,OK,35
32910.0,3365.0,75,OK,36
27786.0,2793.0,75,OK,38
32072.0,3304.0,75,OK,39
29782.0,3312.0,76,OK,0
29296.0,3067.0,76,OK,1
30090.0,3230.0,76,OK,2
33396.0,3174.0,76,OK,3
22873.0,2311.0,76,OK,4
29786.0,3226.0,76,OK,5
29991.0,3220.0,76,OK,6
24509.0,2421.0,76,OK,7
23661.0,2498.0,76,OK,8
22774.0,2315.0,76,OK,9
32006.0,3547.0,76,OK,10
31612.0,3348.0,76,OK,11
31929.0,3425.0,76,OK,12
30333.0,3208.0,76,OK,13
29323.0,3106.0,76,OK,14
29296.0,3067.0,76,OK,15
29988.0,3226.0,76,OK,16
24418.0,2512.0,76,OK,17
24586.0,2447.0,76,OK,18
31755.0,3392.0,76,OK,19
29798.0,3234.0,76,OK,22
29563.0,3183.0,76,OK,31
29753.0,3169.0,76,OK,33
29928.0,3220.0,76,OK,34
24262.0,2356.0,76,OK,35
30131.0,3149.0,76,OK,36
25007.0,2578.0,76,OK,38
29293.0,3089.0,76,OK,39
30042.0,3363.0,77,OK,0
29556.0,3118.0,77,OK,1
30350.0,3281.0,77,OK,2
33656.0,3225.0,77,OK,3
23134.0,2362.0,77,OK,4
30046.0,3277.0,77,OK,5
30251.0,3271.0,77,OK,6
24769.0,2472.0,77,OK,7
23921.0,2549.0,77,OK,8
23034.0,2366.0,77,OK,9
32266.0,3598.0,77,OK,10
31872.0,3399.0,77,OK,11
32190.0,3476.0,77,OK,12
30593.0,3259.0,77,OK,13
29584.0,3157.0,77,OK,14
29556.0,3118.0,77,OK,15
30248.0,3277.0,77,OK,16
24678.0,2563.0,77,OK,17
24846.0,2498.0,77,OK,18
32015.0,3443.0,77,OK,19
30058.0,3285.0,77,OK,22
29823.0,3234.0,77,OK,31
30013.0,3220.0,77,OK,33
30188.0,3271.0,77,OK,34
24523.0,2407.0,77,OK,35
30391.0,3200.0,77,OK,36
25267.0,2629.0,77,OK,38
29553.0,3140.0,77,OK,39
26909.0,3137.0,78,OK,0
26423.0,2891.0,78,OK,1
27217.0,3055.0,78,OK,2
33533.0,3037.0,78,OK,3
20000.0,2136.0,78,OK,4
26913.0,3051.0,78,OK,5
27118.0,3045.0,78,OK,6
21636.0,2246.0,78,OK,7
20787.0,2322.0,78,OK,8
19901.0,2140.0,78,OK,9
29133.0,3372.0,78,OK,10
28739.0,3173.0,78,OK,11
29056.0,3250.0,78,OK,12
27460.0,3033.0,78,OK,13
26450.0,2931.0,78,OK,14
26423.0,2891.0,78,OK,15
27115.0,3051.0,78,OK,16
21545.0,2337.0,78,OK,17
21713.0,2272.0,78,OK,18
28882.0,3217.0,78,OK,19
26925.0,3059.0,78,OK,22
26690.0,3008.0,78,OK,31
26880.0,2994.0,78,OK,33
27055.0,3045.0,78,OK,34
21389.0,2181.0,78,OK,35
27258.0,2974.0,78,OK,36
22134.0,2403.0,78,OK,38
26420.0,2914.0,78,OK,39
33876.0,3012.0,84,OK,0
28996.0,2875.0,84,OK,1
29790.0,3038.0,84,OK,2
32784.0,2798.0,84,OK,3
22574.0,2119.0,84,OK,4
29486.0,3034.0,84,OK,5
29691.0,3029.0,84,OK,6
24210.0,2230.0,84,OK,7
23361.0,2306.0,84,OK,8
22474.0,2123.0,84,OK,9
31707.0,3356.0,84,OK,10
34289.0,3083.0,84,OK,11
31630.0,3234.0,84,OK,12
34539.0,3053.0,84,OK,13
29024.0,2914.0,84,OK,14
28996.0,2875.0,84,OK,15
29689.0,3035.0,84,OK,16
24119.0,2321.0,84,OK,17
24286.0,2255.0,84,OK,18
31456.0,3200.0,84,OK,19
29498.0,3043.0,84,OK,22
29264.0,2992.0,84,OK,31
29454.0,2977.0,84,OK,33
29629.0,3029.0,84,OK,34
23963.0,2165.0,84,OK,35
29832.0,2958.0,84,OK,36
24708.0,2386.0,84,OK,38
28994.0,2897.0,84,OK,39
34563.0,3098.0,85,OK,0
29683.0,2960.0,85,OK,1
30477.0,3124.0,85,OK,2
33470.0,2883.0,85,OK,3
23260.0,2205.0,85,OK,4
30172.0,3119.0,85,OK,5
30378.0,3114.0,85,OK,6
24896.0,2315.0,85,OK,7
24047.0,2391.0,85,OK,8
23161.0,2208.0,85,OK,9
32393.0,3441.0,85,OK,10
34975.0,3168.0,85,OK,11
32316.0,3319.0,85,OK,12
35225.0,3138.0,85,OK,13
29710.0,3000.0,85,OK,14
29683.0,2960.0,85,OK,15
30375.0,3120.0,85,OK,16
24805.0,2406.0,85,OK,17
24973.0,2341.0,85,OK,18
32142.0,3285.0,85,OK,19
30185.0,3128.0,85,OK,22
29950.0,3077.0,85,OK,31
30140.0,3062.0,85,OK,33
30315.0,3114.0,85,OK,34
24649.0,2250.0,85,OK,35
30518.0,3043.0,85,OK,36
25394.0,2471.0,85,OK,38
29680.0,2983.0,85,OK,39
35654.0,3316.0,86,OK,0
30774.0,3179.0,86,OK,1
31568.0,3342.0,86,OK,2
34561.0,3101.0,86,OK,3
24351.0,2423.0,86,OK,4
31263.0,3338.0,86,OK,5
31469.0,3332.0,86,OK,6
25987.0,2533.0,86,OK,7
25138.0,2610.0,86,OK,8
24252.0,2427.0,86,OK,9
33484.0,3659.0,86,OK,10
36067.0,3386.0,86,OK,11
33407.0,3537.0,86,OK,12
36316.0,3356.0,86,OK,13
30801.0,3218.0,86,OK,14
30774.0,3179.0,86,OK,15
31466.0,3338.0,86,OK,16
25896.0,2624.0,86,OK,17
26064.0,2559.0,86,OK,18
33233.0,3504.0,86,OK,19
31276.0,3346.0,86,OK,22
31041.0,3295.0,86,OK,31
31231.0,3281.0,86,OK,33
31406.0,3332.0,86,OK,34
25740.0,2468.0,86,OK,35
31609.0,3261.0,86,OK,36
26485.0,2690.0,86,OK,38
30771.0,3201.0,86,OK,39
30160.0,3255.0,87,OK,0
31586.0,3268.0,87,OK,1
32380.0,3431.0,87,OK,2
29068.0,3041.0,87,OK,3
24078.0,2496.0,87,OK,4
32076.0,3427.0,87,OK,5
31987.0,3452.0,87,OK,6
25713.0,2606.0,87,OK,7
24865.0,2682.0,87,OK,8
23978.0,2499.0,87,OK,9
34297.0,3749.0,87,OK,10
30573.0,3326.0,87,OK,11
34220.0,3627.0,87,OK,12
30823.0,3296.0,87,OK,13
31614.0,3307.0,87,OK,14
31586.0,3268.0,87,OK,15
32278.0,3428.0,87,OK,16
25622.0,2697.0,87,OK,17
25790.0,2632.0,87,OK,18
34045.0,3593.0,87,OK,19
32088.0,3436.0,87,OK,22
31854.0,3385.0,87,OK,31
32043.0,3370.0,87,OK,33
32219.0,3422.0,87,OK,34
25467.0,2541.0,87,OK,35
30559.0,3277.0,87,OK,36
26211.0,2762.0,87,OK,38
31583.0,3290.0,87,OK,39
28026.0,2743.0,88,OK,0
29452.0,2756.0,88,OK,1
30246.0,2919.0,88,OK,2
26934.0,2528.0,88,OK,3
22873.0,2656.0,88,OK,4
29941.0,2915.0,88,OK,5
29852.0,2940.0,88,OK,6
24509.0,2767.0,88,OK,7
27180.0,2600.0,88,OK,8
22773.0,2660.0,88,OK,9
32162.0,3236.0,88,OK,10
28439.0,2813.0,88,OK,11
32085.0,3114.0,88,OK,12
28688.0,2784.0,88,OK,13
29479.0,2795.0,88,OK,14
29452.0,2756.0,88,OK,15
30144.0,2916.0,88,OK,16
26318.0,2466.0,88,OK,17
24585.0,2793.0,88,OK,18
31911.0,3081.0,88,OK,19
29954.0,2923.0,88,OK,22
29719.0,2872.0,88,OK,31
29909.0,2858.0,88,OK,33
30084.0,2909.0,88,OK,34
24262.0,2702.0,88,OK,35
28424.0,2765.0,88,OK,36
27562.0,2711.0,88,OK,38
29449.0,2778.0,88,OK,39
20871.0,2609.0,119,OK,0
19366.0,2479.0,119,OK,1
19023.0,2449.0,119,OK,2
22327.0,2885.0,119,OK,3
26630.0,3236.0,119,OK,4
18378.0,2310.0,119,OK,5
19220.0,2426.0,119,OK,6
24925.0,3070.0,119,OK,7
25378.0,3059.0,119,OK,8
26496.0,3201.0,119,OK,9
16575.0,2087.0,119,OK,10
21122.0,2629.0,119,OK,11
16990.0,2152.0,119,OK,12
21297.0,2640.0,119,OK,13
18313.0,2282.0,119,OK,14
19366.0,2479.0,119,OK,15
18347.0,2304.0,119,OK,16
24516.0,2926.0,119,OK,17
25002.0,3096.0,119,OK,18
16388.0,2045.0,119,OK,19
18401.0,2316.0,119,OK,22
19193.0,2450.0,119,OK,31
19133.0,2441.0,119,OK,33
18689.0,2349.0,119,OK,34
24653.0,3044.0,119,OK,35
21033.0,2622.0,119,OK,36
24146.0,2997.0,119,OK,38
19260.0,2463.0,119,OK,39
20662.0,2460.0,120,OK,0
19157.0,2330.0,120,OK,1
18814.0,2300.0,120,OK,2
22118.0,2737.0,120,OK,3
26422.0,3087.0,120,OK,4
18169.0,2162.0,120,OK,5
19011.0,2277.0,120,OK,6
24716.0,2922.0,120,OK,7
25170.0,2911.0,120,OK,8
26287.0,3053.0,120,OK,9
16366.0,1938.0,120,OK,10
20914.0,2480.0,120,OK,11
16781.0,2004.0,120,OK,12
21088.0,2492.0,120,OK,13
18104.0,2133.0,120,OK,14
19157.0,2330.0,120,OK,15
18138.0,2155.0,120,OK,16
24307.0,2777.0,120,OK,17
24793.0,2947.0,120,OK,18
16179.0,1896.0,120,OK,19
18192.0,2167.0,120,OK,22
18984.0,2301.0,120,OK,31
18924.0,2292.0,120,OK,33
18480.0,2200.0,120,OK,34
24444.0,2895.0,120,OK,35
20824.0,2473.0,120,OK,36
23937.0,2849.0,120,OK,38
19051.0,2314.0,120,OK,39
20662.0,2460.0,121,OK,0
19157.0,2330.0,121,OK,1
18814.0,2300.0,121,OK,2
22118.0,2737.0,121,OK,3
26422.0,3087.0,121,OK,4
18169.0,2162.0,121,OK,5
