id,name,type,area,center_lng,center_lat
686,,apartments,458.78356096984885,100.3134434375,5.43416095
687,,apartments,628.2669197375667,100.31386742500001,5.433981724999999
688,,apartments,409.5503749102319,100.31363052500001,5.433587750000001
689,,apartments,398.1325555655178,100.315609525,5.43289675
690,,apartments,2229.9025241074655,100.31132421428572,5.436500671428571
691,,apartments,2954.0265801665605,100.31180703333332,5.436087183333334
692,,apartments,903.8771705313397,100.30718395000001,5.4322341
693,,apartments,417.1823556084358,100.31088505,5.4285432
694,,apartments,293.8995178950566,100.311015075,5.4290541
695,,apartments,729.1385454534291,100.31251699999999,5.42839645
696,,apartments,748.7282182734028,100.31271548749999,5.428721412500001
697,,apartments,178.69582764464397,100.3128455,5.4289542
698,,apartments,431.5850720951249,100.317009625,5.425633075
699,,apartments,2688.6388750769424,100.3076279,5.3465622999999995
700,Uban Residence,apartments,1043.1480464307144,100.30754870000001,5.346117560000001
701,,apartments,2412.4371265665227,100.3038086333333,5.345652483333332
702,,apartments,1096.4676767182216,100.30552688333334,5.345985233333333
703,,apartments,1148.3225879589668,100.30449662500001,5.3452964750000005
704,,apartments,289.56847665063333,100.30485389999998,5.345366224999999
705,Century Bay Service Apartment,apartments,791.4679830058515,100.30499442499999,5.34480675
706,,apartments,2312.2006592886974,100.30408734615386,5.3448589153846155
707,,apartments,2343.2762667370635,100.30226984999999,5.340454175
708,,apartments,850.9512062630599,100.29926322499999,5.343776125
709,,apartments,627.0557474986708,100.298601625,5.343627575
710,,apartments,800.375730072779,100.29847145,5.348696975
711,,apartments,1017.6928662132112,100.298869025,5.3486162749999995
712,,apartments,1276.6205588487426,100.29811385,5.348165450000001
713,,apartments,886.766868117553,100.29918095,5.347959824999999
714,,apartments,954.8777699531652,100.2997081,5.3478580749999995
715,,apartments,1439.8140342847237,100.29830293333333,5.3397845833333335
716,,apartments,1533.2699890583845,100.2983236,5.338884125
717,,apartments,1333.7500053333215,100.29749894999999,5.339175066666667
718,,apartments,2323.7232824627044,100.29770906,5.33813577
719,,apartments,2406.3266337750024,100.29702035,5.338443325
720,,apartments,861.5499887350567,100.29637589999999,5.33891605
721,,apartments,1044.400897472724,100.29613331249999,5.3385263875
722,,apartments,2197.0284028110636,100.29651950909091,5.338353000000001
723,,apartments,2263.603908729679,100.2953916,5.3388099
724,,apartments,2248.317438795806,100.29558800000001,5.3385659
725,,apartments,526.4676325277098,100.294285575,5.338862175
726,,apartments,1025.0833010797303,100.29474265,5.33831865
727,,apartments,758.8059399146689,100.30207335,5.33797925
728,,apartments,463.08119366692483,100.29387515,5.3384021666666674
729,Palm Palladium Condominium,apartments,2164.6152593433585,100.29704525000001,5.3576912
730,,apartments,535.4470264766586,100.33813666,5.416071754999999
731,,apartments,426.25720527343583,100.328293075,5.4061137
732,,apartments,1305.2692539788388,100.3339259125,5.4104457
733,,apartments,1451.4171287694658,100.33448236250001,5.4183670875
734,,apartments,1294.7158859689791,100.3252656,5.3990475
735,,apartments,1243.8311909081822,100.32490842499999,5.398641175
736,,apartments,1338.4726512435252,100.323749225,5.398341200000001
737,,apartments,1345.3950516772793,100.32422290000001,5.397919399999999
738,,apartments,568.6727715884643,100.32556559999999,5.423135225
739,,apartments,676.3592568219816,100.32568028333333,5.419937441666668
740,,apartments,1508.821093966648,100.3248381625,5.4239143
741,,apartments,103.30693788416816,100.324375275,5.42372735
742,,apartments,552.8434255964139,100.32123014999999,5.41848285
743,,apartments,973.499839318271,100.32004450999999,5.41864058
744,,apartments,948.4846355710853,100.31970668888889,5.4194591222222215
745,,apartments,404.14694181350865,100.3175255,5.4209458999999995
746,,apartments,856.4794439357319,100.32033057857143,5.419953185714285
747,,apartments,501.5854775331764,100.31998917500002,5.420124374999999
748,,apartments,812.4546848150511,100.3196326,5.420387225
749,,apartments,713.5781861581814,100.31932474666664,5.42061146
750,,apartments,950.3348093602673,100.319768275,5.420905575
751,,apartments,578.6997861033873,100.318886075,5.4213533
752,,apartments,463.3942415665307,100.3212256,5.409521575
753,,apartments,1536.6216555218905,100.31927652499999,5.4119086124999995
754,,apartments,988.1092046027463,100.31916193333332,5.411024333333333
755,,apartments,947.8150015228496,100.31919505,5.410673016666667
756,,apartments,1361.4505279600714,100.31902762499999,5.4101006
757,,apartments,1499.8001763502543,100.31866575000001,5.410611275
758,,apartments,979.1922141085768,100.3186841,5.411778699999999
759,,apartments,574.1585561645534,100.31832254999999,5.41149095
760,,apartments,1462.603363312597,100.31830615454545,5.4109264
761,,apartments,324.1305720398495,100.313955325,5.4132143
762,,apartments,306.8788310981184,100.313795425,5.4129927
763,,apartments,303.81158302382937,100.314124825,5.412908
764,,apartments,264.17347411329877,100.3137013,5.4133455
765,,apartments,277.9076270448828,100.31347255,5.4129271249999995
766,,apartments,667.4765358736278,100.31415184999999,5.414184483333333
767,,apartments,642.8928892873001,100.31568172499999,5.417133150000001
768,,apartments,541.9483175498814,100.31551449999999,5.417372
769,,apartments,566.9835017968176,100.3157841,5.417511725000001
770,,apartments,850.2163886043433,100.31590329166669,5.4177537
771,,apartments,828.5906085965154,100.31630672499999,5.418047083333334
772,,apartments,590.4674386005152,100.31614694999999,5.41653845
773,,apartments,608.8503018778872,100.31608567500001,5.41615645
774,,apartments,761.0115139435461,100.315668725,5.416447525000001
775,,apartments,680.2424897279768,100.3142367,5.416819725
776,,apartments,538.0780858342137,100.3146946,5.41678295
777,,apartments,555.5778632354942,100.315142475,5.4167195
778,Scotland Villa,apartments,6766.458569395598,100.2992215,5.413466414285714
779,,apartments,717.2744813099068,100.29853682499999,5.412488075
780,,apartments,597.836330939636,100.29853745,5.411986199999999
781,,apartments,450.9302224613503,100.2989072,5.411740975
782,,apartments,1043.192729756643,100.2989314,5.41245205
783,,apartments,404.4453408021372,100.2992893,5.41270405
784,,apartments,1599.9657708736322,100.299295,5.4121195250000005
785,,apartments,844.6349103580691,100.3014589875,5.412319800000001
786,,apartments,1160.1650420859546,100.30067305,5.41095635
787,,apartments,1240.435365001474,100.30068495,5.4106516000000004
788,Taman Kristal,apartments,997.9778025531264,100.30401975,5.4389334
789,Taman Kristal,apartments,1280.5019643450914,100.30491495,5.4387494499999995
790,Taman Kristal,apartments,1297.0717260504705,100.30404850000001,5.4382486
791,Taman Kristal,apartments,1320.2619333176647,100.305153725,5.4394446499999995
792,,apartments,328.8355675717354,100.316744275,5.432120675
793,,apartments,1640.3259402832612,100.3157308,5.4317307
794,,apartments,644.3646872204707,100.31514895,5.431082224999999
795,,apartments,626.6998481264638,100.31652478749999,5.4290038375
796,,apartments,570.9237289723313,100.317058725,5.4300123750000004
797,,apartments,458.91056459790263,100.3168766,5.429783700000001
798,,apartments,327.1703186349961,100.31661325,5.429549775
799,,apartments,445.4140668208599,100.316805875,5.42947305
800,,apartments,424.7146180906798,100.317490425,5.4294244
801,,apartments,293.29752657204455,100.31720095,5.4287452
802,,apartments,500.8096804327528,100.31661109999999,5.427789949999999
803,,apartments,425.5472569346968,100.31164225,5.43092185
804,,apartments,646.0519612587843,100.31313829999999,5.4229400750000005
805,,apartments,892.1928210446241,100.31133710000002,5.423317105
806,,apartments,738.5898708669051,100.309239975,5.425577199999999
807,,apartments,334.67207334083884,100.31210915,5.4286005500000005
808,,apartments,411.34495755664915,100.31089764999999,5.4327539499999995
809,Adventist Court,apartments,912.590789812596,100.3076788625,5.43333375
810,Midlands Condo,apartments,2938.553759505061,100.306893,5.433329866666667
811,,apartments,1030.9086516124578,100.30828966666667,5.435610166666667
812,,apartments,505.09855084447446,100.308271875,5.4363532999999995
813,,apartments,159.9102531735541,100.30852615,5.4359869
814,,apartments,313.6871395314011,100.30798482499999,5.43609705
815,,apartments,274.65783666025635,100.30841305,5.43618315
816,,apartments,288.747026865511,100.307466575,5.439329975
817,,apartments,1589.3317852281086,100.31324220833334,5.424957916666666
818,,apartments,2053.0528927482746,100.31377979999999,5.42379805
819,,apartments,316.540327353616,100.30305412499999,5.449115075
820,,apartments,461.11780250330884,100.30307675,5.449415699999999
821,,apartments,473.6891765073969,100.30304452499999,5.4497534
822,,apartments,402.36739714157926,100.302663075,5.449563175
823,,apartments,242.80032356728952,100.302572025,5.45013625
824,,apartments,230.46037599993855,100.302911575,5.45011625
825,,apartments,167.76478802444313,100.30257195,5.450287625
826,,apartments,221.64655298228374,100.30290815000001,5.45026175
827,,apartments,190.98841820850774,100.3025736,5.450508450000001
828,,apartments,242.430164294827,100.30293155000001,5.45048445
829,,apartments,909.7508342495341,100.3028877125,5.4554480625
830,Kayangan Puri Mutiara Apartment,apartments,491.2454081560787,100.29899546666667,5.4588215333333325
831,Kayangan Puri Mutiara Apartment,apartments,417.9963115432503,100.29910475555555,5.458388366666666
832,Kayangan Puri Mutiara Apartment,apartments,1050.018745041136,100.29889300000002,5.4580059125
833,Kayangan Puri Mutiara Apartment,apartments,326.86170153672094,100.2991875111111,5.458056177777777
834,Kayangan Puri Mutiara Apartment,apartments,264.76226579972644,100.29923347777779,5.4577578777777775
835,Kayangan Puri Mutiara Apartment,apartments,814.4720124822949,100.2990418875,5.45736668125
836,Kayangan Puri Mutiara Apartment,apartments,504.7487843669623,100.29944624999999,5.457159325
837,,apartments,1067.1693620118688,100.2991631,5.456760726086957
838,,apartments,522.1009996008303,100.29999885000001,5.46152495
839,,apartments,493.9237281947515,100.3001011,5.4611017
840,,apartments,500.87798981553254,100.300307975,5.460701325
841,,apartments,916.7526190808343,100.30200002499998,5.46180305
842,,apartments,1250.0021132630973,100.2776118,5.4680551500000005
843,,apartments,909.0674301197771,100.27802005,5.467495725
844,Mar Vista Block C,apartments,514.4499148294366,100.275731875,5.47143815
845,Mar Vista Block B,apartments,516.7570664887882,100.27601465000001,5.471046099999999
846,Mar Vista Block A,apartments,499.473690589717,100.27624097500001,5.470675175
847,,apartments,438.4816078887097,100.27038913333332,5.476418466666668
848,,apartments,601.4338807999183,100.26944727499999,5.47561615
849,,apartments,608.674596517278,100.269928325,5.475705362499999
850,,apartments,605.7518789910421,100.26899275,5.4759651
851,,apartments,560.8750698871693,100.2685662125,5.475874649999999
852,Ferringhi Mutiara Apartment,apartments,3922.905123834672,100.25219765555556,5.474654999999999
853,Eden Fairview Condominium,apartments,1020.8056382511865,100.25265988333332,5.473482233333335
854,Eden Fairview Condominium,apartments,1003.448411323462,100.25314374166668,5.473936441666667
855,,apartments,318.192923961954,100.24585305,5.470390575000001
856,Ferringhi Delima Condominium,apartments,772.7619778868922,100.247331475,5.47029
857,Ferringhi Delima Condominium,apartments,803.8733103202728,100.24800865,5.4706717000000005
858,Eden Seaview Condominium,apartments,1653.1466020053201,100.2483878,5.4692088
859,Eden Seaview Condominium,apartments,880.5592449927024,100.24874291249999,5.4688630125
860,Eden Seaview Condominium,apartments,1500.0344243841962,100.24926385,5.469132650000001
861,,apartments,1250.6699376049419,100.24783115,5.467920575
862,,apartments,1158.615774310264,100.24838925,5.4679167500000005
863,,apartments,1504.2525151045456,100.221331575,5.373004099999999
864,,apartments,573.9365969123957,100.2212758,5.3734137749999995
865,,apartments,735.1199729922283,100.221818775,5.373599324999999
866,,apartments,780.3018596404459,100.2219827,5.37313145
867,,apartments,931.683315430828,100.222528425,5.341747625
868,,apartments,744.9410056882808,100.22261789999999,5.341658975
869,,apartments,750.8468755261244,100.22273552499999,5.341609775
870,,apartments,672.2747829851121,100.22286170000001,5.3416062
871,,apartments,1107.2318477021531,100.22284567499999,5.342283075
872,,apartments,1414.7856300130081,100.21560905000001,5.34153745
873,,apartments,585.1036113073499,100.2143169875,5.3360348
874,,apartments,1223.501036306288,100.21472455,5.33593325
875,,apartments,952.5105842583157,100.23013499999999,5.2915839
876,,apartments,963.500246524716,100.23006425,5.29119735
877,,apartments,876.3006851974554,100.23046719999999,5.2915353
878,,apartments,878.255213633281,100.230385875,5.291146825
879,,apartments,1741.7707480467345,100.22888842,5.2915277199999995
880,,apartments,1618.740148248268,100.228434175,5.29125775
881,,apartments,1842.9528488643653,100.22797185,5.290762325
882,,apartments,1952.7720221272527,100.22832919999999,5.29066685
883,,apartments,1609.9590363391094,100.22867495,5.29058045
884,,apartments,1307.1982349610223,100.2281779875,5.2899293499999995
885,,apartments,1752.2805206465307,100.227559975,5.2892366
886,,apartments,1023.4697061719935,100.22657815833334,5.29193035
887,,apartments,735.0853392707046,100.22741654166664,5.291977383333334
888,,apartments,993.1318280513545,100.22702787272728,5.29143040909091
889,,apartments,870.9598276404982,100.22686465,5.290761175
890,,apartments,949.9298114670709,100.22726985,5.2903147
891,,apartments,641.4605805312406,100.22711225,5.28960965
892,,apartments,859.9171490322342,100.22675848333334,5.290041783333333
893,,apartments,1888.1379159887642,100.22074846923077,5.289550800000001
894,,apartments,487.0276525984785,100.22256295,5.288266666666666
895,,apartments,941.1114444493013,100.22405861666668,5.287434583333333
896,,apartments,2190.9499067914217,100.22335215000001,5.287554699999999
897,,apartments,2178.9204180618754,100.22340315,5.2872479
898,,apartments,1532.9544478028072,100.2225912,5.287281575
899,Desa Widuri,apartments,2123.1925352143467,100.19315481666666,5.284119733333333
900,Desa Widuri,apartments,1877.1727936685256,100.19321722500001,5.28301565
901,,apartments,1511.8632095961507,100.24071144999999,5.2847193
902,,apartments,1893.824299189345,100.240241,5.284127375000001
903,,apartments,1928.7759887140148,100.23979537500001,5.2835516
904,,apartments,3269.4701726996777,100.240789425,5.284235625
905,,apartments,1632.8370007871656,100.23963044999999,5.283011825
906,,apartments,1014.4574878827202,100.24041885,5.2828724000000005
907,,apartments,2322.4572557335678,100.24256148181817,5.283468245454545
908,,apartments,525.0690327349906,100.24379984999999,5.2858599
909,,apartments,274.47395725180564,100.243478125,5.286494675
910,,apartments,2378.306799661574,100.25611115,5.285681783333334
911,,apartments,390.077953916724,100.27090312499999,5.277765575
912,,apartments,283.7318637930387,100.27100792499999,5.27754765
913,,apartments,272.4974532141631,100.27118837500001,5.27735545
914,,apartments,254.0909388967643,100.27140695,5.277179125
915,,apartments,343.2761208944399,100.27149125,5.27741005
916,,apartments,264.5851896060851,100.2715791,5.277622725
917,,apartments,272.61958455115035,100.271025975,5.27798455
918,,apartments,248.01782868200144,100.27120000000001,5.2778916
919,,apartments,244.68065407261108,100.27140035,5.2777889
920,,apartments,283.3668124235521,100.2718157,5.2772499
921,,apartments,240.27564485453775,100.271901125,5.277459025
922,,apartments,1138.0577260088342,100.27256605,5.2774873499999995
923,,apartments,663.4743501797961,100.27381673333333,5.277505666666666
924,,apartments,2922.7507420816287,100.273598825,5.278078375
925,,apartments,1015.7159919237059,100.27363555000001,5.2786493
926,,apartments,1927.8704871287223,100.275230925,5.280628524999999
927,,apartments,861.0911565726107,100.275838125,5.280858975
928,,apartments,570.7788263692679,100.27595785,5.28066405
929,Resident's Clubhouse,residential,545.1626992943693,100.28470256666667,5.2841351166666675
930,,apartments,1141.6116539962427,100.27845421666666,5.2827856833333335
931,,apartments,453.5417619898583,100.280410425,5.283235825
932,,apartments,434.10252175856255,100.2799891,5.283002825
933,,apartments,350.7177970225138,100.27981770000001,5.28291505
934,,apartments,331.8109406980656,100.279646875,5.282820125
935,,apartments,360.9716987876739,100.2794648,5.282717075000001
936,,apartments,354.8076067127845,100.27930065000001,5.2826258
937,,apartments,329.6909436132591,100.2791137,5.2825245249999995
938,,apartments,336.67960176828524,100.27892595,5.2824232250000005
939,,apartments,4189.371762411137,100.27955958999999,5.2833782
940,,apartments,1199.2268468230657,100.28236015,5.28743065
941,,apartments,974.0068661079442,100.280457325,5.2869530000000005
942,,apartments,1766.5295137318983,100.28005231666667,5.28736225
943,,apartments,283.78006880028505,100.2798105,5.2874754500000005
944,,apartments,1957.2862205124027,100.27639105,5.28359805
945,,apartments,1205.6206629277078,100.276164825,5.283742675
946,,apartments,2536.028676136551,100.276488075,5.284073
947,,apartments,2681.5103922844305,100.27818595000001,5.284460216666667
948,,apartments,419.7086363934837,100.278569,5.284390916666666
949,,apartments,425.4965230744575,100.27813305,5.2850018500000004
950,,apartments,636.4202567773676,100.277957025,5.28761405
951,,apartments,675.3123744139084,100.2778791,5.287433099999999
952,,apartments,607.7931907790546,100.277773,5.287196
953,,apartments,627.4792471194838,100.277698025,5.2870222
954,,apartments,397.4767987582294,100.27583532499999,5.28494495
955,,apartments,519.7489267465513,100.275784625,5.2846138499999995
956,,apartments,517.17466851757,100.2758315,5.284418175000001
957,,apartments,946.4166200967683,100.2593204,5.293781933333333
958,,apartments,521.1657228444799,100.26845685,5.298172800000001
959,,apartments,239.62684818001196,100.26869275,5.298461075
960,,apartments,468.4174197785473,100.26800970000001,5.298100150000001
961,,apartments,488.4200395907344,100.2683975,5.2987597
962,,apartments,469.34435047408095,100.26811087499999,5.2985631
963,,apartments,407.12850360474204,100.267845525,5.2983671
964,,apartments,3013.602816730701,100.26910910000001,5.302322
965,,apartments,1466.247472490065,100.2652581,5.30671585
966,,apartments,1300.6023357165182,100.26539355,5.306634624999999
967,Sri Merpati Block D,apartments,2704.5776197959713,100.26350466666666,5.312679616666666
968,Sri Merpati Block E,apartments,1000.8618708484629,100.26383775,5.312563612500001
969,Sri Merpati Block B,apartments,1482.0443593687326,100.262637525,5.312587199999999
970,Sri Merpati Block C,apartments,2029.6933307942707,100.263205175,5.3127563
971,,apartments,980.5614878889287,100.27222154166667,5.312573024999999
972,,apartments,1419.7527311003375,100.2720843875,5.31174395
973,,apartments,318.63421575733145,100.2704337,5.309830675000001
974,,apartments,388.7553539739044,100.27117337499999,5.309841649999999
975,,apartments,405.06723392495354,100.27174535,5.3098743
976,,apartments,437.9146340907048,100.27088917500001,5.310281649999999
977,,apartments,449.48086102568533,100.27135545,5.3103092499999995
978,,apartments,464.61679022415046,100.271824375,5.310317700000001
979,,apartments,353.9165682708277,100.272279075,5.3103333500000005
980,,apartments,462.11967973274966,100.271761325,5.310614125
981,,apartments,454.11726091366654,100.272391625,5.310619975
982,,apartments,673.6582831896633,100.27218850000001,5.3108618
983,,apartments,557.3371513931655,100.2710509,5.31072515
984,,apartments,721.0809344480489,100.27124637499999,5.311059350000001
985,,apartments,743.8468453176063,100.2711163,5.311492449999999
986,,apartments,675.3352270309907,100.27122065,5.3117871
987,,apartments,394.35074856057264,100.270279125,5.31027165
988,,apartments,379.22352578915087,100.269106925,5.310548375
989,,apartments,388.19471660461477,100.269567825,5.310561725
990,,apartments,408.8748986109312,100.27016705,5.3105907
991,,apartments,452.99309548682703,100.269607775,5.31092035
992,,apartments,437.4189366856915,100.27024159999999,5.3109551
993,,apartments,431.4725248152143,100.26922180000001,5.311425874999999
994,,apartments,397.76629748667807,100.2701289,5.311462475
995,,apartments,441.1156621032531,100.2690173,5.31197285
996,,apartments,354.2715167219996,100.26946450000001,5.3117982999999995
997,,apartments,427.95470210941136,100.2699097,5.3118171
998,,apartments,429.6432616548789,100.27035414999999,5.3118271
999,,apartments,747.7695014045989,100.27047661666667,5.3129542249999995
1000,,apartments,1670.8710500337606,100.272477875,5.31595235
1001,,apartments,1456.6753740550848,100.26177365000001,5.3197882
1002,,apartments,1022.2216806206135,100.26205285,5.319134774999999
1003,,apartments,1194.1554116720088,100.2624593,5.3198828
1004,,apartments,995.7707378990239,100.26261272500001,5.3190893500000005
1005,,apartments,1736.4769125021985,100.269105475,5.321891783333334
1006,,apartments,964.7075044105958,100.26998455,5.32197525
1007,,apartments,811.5878430020636,100.26990864999999,5.3217776500000005
1008,,apartments,390.47853846276223,100.26929679999999,5.3215136
1009,,apartments,334.4892164463061,100.269534275,5.321516924999999
1010,,apartments,1299.5310978929256,100.26878305833334,5.321292941666666
1011,,apartments,1198.5992654207237,100.2694445625,5.3209692375
1012,,apartments,774.4036108055525,100.27011278333335,5.320715716666666
1013,,apartments,2057.544091755402,100.27047488999999,5.321486449999999
1014,,apartments,214.24740666986744,100.27253862500001,5.317610275
1015,,apartments,193.1141052984239,100.27216994999999,5.3174553
1016,,apartments,247.79387214690553,100.272165225,5.3172636
1017,,apartments,230.05229690585506,100.27252032499999,5.31742775
1018,,apartments,232.27172613313016,100.272488525,5.31724975
1019,,apartments,330.253225022974,100.27305315,5.3171864
1020,,apartments,358.2246683052177,100.273008725,5.31734715
1021,,apartments,338.5995500409993,100.2733184,5.3175360000000005
1022,,apartments,379.82074972514937,100.2728665,5.317812925
1023,,apartments,517.9941398541242,100.27328555,5.3179378
1024,,apartments,404.5860457929629,100.27327835,5.318192825000001
1025,,apartments,1181.0306616615205,100.27292365,5.3193702
1026,,apartments,1076.3732240306215,100.27827328333332,5.316220991666667
1027,,apartments,1201.3009864335284,100.27873796666665,5.316086058333333
1028,,apartments,438.2717979981658,100.279204375,5.31624285
1029,,apartments,406.65572298716575,100.2790896,5.3158788999999995
1030,,apartments,1287.7355775890821,100.27863655,5.316664625
1031,,apartments,716.3468552331829,100.27771195,5.320640425
1032,,apartments,660.8510092389723,100.27846355,5.318977412499999
1033,,apartments,939.591049622683,100.278282725,5.317239791666668
1034,,apartments,952.9976671929352,100.27884058333332,5.317210916666666
1035,,apartments,899.1155437808171,100.27920536666666,5.317091241666668
1036,,apartments,881.0025427961862,100.27955817500002,5.3170118916666675
1037,,apartments,2612.599658581876,100.28376005,5.316516425
1038,,apartments,1412.0670862851237,100.2801576,5.315585899999999
1039,,apartments,1227.2524004718337,100.28020115,5.315748675
1040,,apartments,410.9160989717265,100.2813115,5.314681275
1041,,apartments,392.77236535420565,100.281391125,5.314817725
1042,,apartments,484.79288957302816,100.2808932,5.315030675
1043,,apartments,486.22306827243796,100.28095935,5.3151942000000005
1044,,apartments,606.7250092704222,100.28139875000001,5.3154181
1045,,apartments,586.4404474789691,100.281474,5.315591700000001
1046,,apartments,1988.2891273170915,100.28077345,5.315975875
1047,,apartments,1745.388517365932,100.28082025,5.3161084249999995
1048,,apartments,592.0004025302721,100.28214919999999,5.3152102
1049,,apartments,559.6954439363158,100.28218520000001,5.31537505
1050,,apartments,472.5910709409192,100.28223154999999,5.3155523
1051,,apartments,414.7431495955828,100.282264525,5.315688275
1052,,apartments,683.0874727815412,100.28285938333333,5.315280883333333
1053,,apartments,685.0840882041947,100.28350105833333,5.31542715
1054,,apartments,1772.1090833364335,100.2630861,5.324773891666666
1055,,apartments,476.6440941375633,100.28018345,5.320100774999999
1056,,apartments,833.2146707026778,100.284285425,5.318950208333333
1057,,apartments,809.7111090534212,100.28438474166667,5.318421783333334
1058,,apartments,917.8084773083901,100.28755327499998,5.318286283333333
1059,,apartments,363.09673456635585,100.28681465,5.31869605
1060,,apartments,429.800871806337,100.28712212500001,5.318218075
1061,,apartments,403.4078594181191,100.2873529,5.317857575
1062,,apartments,481.0475431569461,100.286302675,5.319033
1063,,apartments,516.0847933957767,100.28671095000001,5.318374325000001
1064,,apartments,520.7254192082895,100.287049675,5.3175887500000005
1065,,apartments,1068.9591290105168,100.28638184166665,5.3177120916666665
1066,,apartments,825.581277717522,100.28579905,5.319091358333334
1067,,apartments,515.6700707584693,100.286257625,5.318618425
1068,,apartments,515.2835817536579,100.2860608,5.31852095
1069,,apartments,445.4351382889212,100.28542237500001,5.318671050000001
1070,,apartments,521.212941348669,100.285663075,5.3183663
1071,,apartments,406.16612176061057,100.285217,5.3181237
1072,,apartments,496.6255702533553,100.28570339999999,5.318159325
1073,,apartments,445.40364303064473,100.285897025,5.3179475
1074,,apartments,1611.504208069488,100.288496325,5.32255975
1075,,apartments,518.1239377866236,100.28780991666667,5.322783508333333
1076,,apartments,740.5050196034116,100.28785936666664,5.323170416666667
1077,,apartments,598.2304271288635,100.28850284999999,5.324785825
1078,,apartments,607.6719001101436,100.28887713333334,5.325151525
1079,,apartments,775.3834815954327,100.29165246666668,5.326889841666666
1080,,apartments,800.7224148238213,100.29209149999998,5.327068033333333
1081,,apartments,858.0257891447517,100.29155238333333,5.3275037
1082,,apartments,857.6634559891382,100.29160931666667,5.328036441666667
1083,,apartments,773.8323213151059,100.292065375,5.328183908333334
1084,,apartments,874.7735486749069,100.291216625,5.328946800000001
1085,,apartments,760.3667788800183,100.29181425833333,5.328828708333334
1086,,apartments,596.0797727553776,100.2921652,5.329273691666667
1087,,apartments,323.8683325521969,100.29268555,5.33003725
1088,,apartments,285.36392890727944,100.2929865,5.3304254
1089,,apartments,282.10950500627274,100.29336117499999,5.33064025
1090,,apartments,296.4201421542815,100.2930499,5.330202675000001
1091,,apartments,318.50609030437886,100.29343035,5.3304222
1092,,apartments,465.42101877600936,100.29365924999999,5.3308912
1093,,apartments,456.3184229551238,100.29234405,5.331030775
1094,,apartments,442.8988938145956,100.292529075,5.3312136500000005
1095,,apartments,384.2639690651402,100.2930394,5.3311466
1096,,apartments,451.4638473765572,100.29053775,5.33064015
1097,,apartments,438.2235481437777,100.29059915,5.3300152
1098,,apartments,439.24933950063456,100.29057315,5.32953565
1099,,apartments,451.8435295126153,100.290550925,5.3289244
1100,,apartments,416.84671455722236,100.29013474999999,5.328802275
1101,,apartments,384.14786595498595,100.29015215,5.329073125
1102,,apartments,337.8751097553708,100.29019465,5.3293889750000005
1103,,apartments,406.30163334191417,100.2901933,5.3296504250000005
1104,,apartments,372.985509559604,100.2902128,5.329974475
1105,,apartments,412.6505977143849,100.29024745000001,5.3302528
1106,,apartments,423.4468891225744,100.29020075000001,5.3305669
1107,,apartments,2821.0701981175916,100.27623371666665,5.326963199999999
1108,,apartments,2550.0149762433443,100.2765935375,5.3266945875
1109,,apartments,1382.3689539983093,100.27639663333333,5.3260049
1110,,apartments,1401.1747959275913,100.274437325,5.326355733333334
1111,,apartments,946.6401564715284,100.2737951,5.32675802
1112,,apartments,1068.8708595839614,100.273407425,5.327188475000001
1113,,apartments,1183.8292461913495,100.27376189166667,5.327745183333334
1114,,apartments,1072.7036908689347,100.267412725,5.3326951
1115,,apartments,654.8270591899972,100.2682823,5.3406901
1116,,apartments,971.5581063742351,100.26952715,5.34250445
1117,,apartments,1864.786822071788,100.27027245,5.341949875
1118,,apartments,1073.831860444832,100.27445809999999,5.3475156
1119,Lakeside Tower,apartments,1556.9802789672144,100.27665002,5.346161060000001
1120,Taman Sri Angsana Block 9,apartments,944.6655289102783,100.271434375,5.34118185
1121,,apartments,651.9555995205326,100.27126279999999,5.340788949999999
1122,,apartments,787.0190446920757,100.27183665,5.3402816500000005
1123,,apartments,1799.9551912999314,100.27208505,5.339451775
1124,Marina Tower,apartments,745.58106914479,100.27351284166669,5.340678691666667
1125,,apartments,2627.6622099458527,100.27352845,5.340141916666666
1126,,apartments,2992.276313527126,100.27337254999999,5.3395139
1127,,apartments,621.2723921129488,100.2803609,5.3422494
1128,,apartments,745.9519161240369,100.28022418749998,5.3416426875
1129,,apartments,1029.2002267150453,100.27629017777777,5.339338833333333
1130,,apartments,881.956374511586,100.27687743999999,5.3396450600000005
1131,,apartments,2238.9760669617554,100.279244325,5.338076375
1132,,apartments,4232.9804722639155,100.2782773142857,5.338073199999999
1133,,apartments,1275.7509674905568,100.27777950000001,5.3386286
1134,,apartments,3344.12358520555,100.276536675,5.337675225
1135,,apartments,1929.6935052252923,100.2774311,5.337168625
1136,,apartments,2110.537032889197,100.276440975,5.33685925
1137,,apartments,1723.1913445639927,100.27585715000001,5.3365881250000005
1138,,apartments,1734.4494079044407,100.27401875,5.338452691666666
1139,,apartments,2255.285060688987,100.277344925,5.336381749999999
1140,,apartments,2118.240440693041,100.2775985,5.33577425
1141,,apartments,1510.7404091852281,100.2765767,5.3352869
1142,,apartments,1445.0471818233514,100.27983575000002,5.3355769
1143,,apartments,667.5827319413685,100.27971205,5.334855566666666
1144,,apartments,453.40190327949614,100.28019844999999,5.33473785
1145,,apartments,362.0206887440948,100.27889401666665,5.3347664833333335
1146,Desa Golf,apartments,1017.9836411596596,100.28055379285715,5.334349471428571
1147,,apartments,1087.8653654390469,100.281282025,5.3333060125
